subj,RT,acc,aftrIncorr,chngResp,cartoon,clip,afterPeak,before1stBound,dist,peak
1.0,30.6481709317585,1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,2.6999999999999886,0.3531787111025192
1.0,-96.61564960629926,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,5.699999999999989,0.24420134200323332
1.0,125.1205298556431,1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,10.199999999999989,0.10897736909928588
1.0,160.85670931758534,1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,12.699999999999989,0.4571086314438904
1.0,-94.40711122047242,1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,15.300000000000011,0.24420134200323332
1.0,-21.670931758530173,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,18.100000000000023,0.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1.0,76.95468339895012,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,3.3999999999999773,0.0
1.0,-18.309137139107634,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,6.0,0.0
1.0,-25.572957677165277,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,10.199999999999989,0.0
1.0,-0.8367782152230347,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,13.199999999999989,0.0
1.0,-44.10059875328079,1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,16.30000000000001,0.05448868454964294
1.0,-111.36441929133855,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,19.19999999999999,0.24420134200323332
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2.0,-151.91830649970132,1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,0.0
2.0,18.191124403697586,1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,2.5,0.0
2.0,-37.6994446929034,1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,6.5,0.0
2.0,-164.5900137895045,1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,9.0,0.0
2.0,-78.4805828861056,1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,12.3,0.0
2.0,-166.3711519827067,1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,15.8,2.9091698141298656
2.0,-76.26172107930779,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,2.3000000000000007,1.5428913685561094
2.0,34.847709824091226,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,6.5,0.10897736909928588
2.0,-6.042859272509872,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,10.899999999999999,0.40766739565216215
2.0,-107.93342836911097,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,13.8,0.29869002655287624
2.0,-33.82399746571207,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,16.9,0.05448868454964294
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2.0,149.83258795468146,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0.3999999999999986,1.2623485252323852
2.0,465.9420188580805,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,4.399999999999999,0.24420134200323332
2.0,-42.948550238520625,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,7.299999999999997,0.29869002655287624
2.0,124.16088066487828,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,2.0999999999999943,0.5428913685561096
2.0,162.27031156827718,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,5.900000000000006,0.05448868454964294
2.0,285.3797424716761,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,1.0,1.6781153414600567
2.0,-192.5108266249249,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,4.5,1.8415813951089859
2.0,-73.401395721526,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,1.0999999999999943,2.6155272363349042
2.0,209.7080351818729,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,5.400000000000006,0.7013099734471236
2.0,-81.1825339147282,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,9.0,0.05448868454964294
2.0,-92.0731030113293,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,13.099999999999994,1.1897126574535903
2.0,170.03632789206972,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,2.700000000000003,0.8102873425464096
2.0,73.14575879546862,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,5.700000000000003,0.05448868454964294
2.0,-148.74481030113247,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,8.799999999999997,0.5428913685561096
2.0,-18.635379397733573,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,11.900000000000006,0.7013099734471236
2.0,125.47405150566533,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,16.299999999999997,2.1846652086956753
2.0,54.583482409064345,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,1.7999999999999972,1.1402714216618621
2.0,-77.30708668753675,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,5.0,0.24420134200323332
2.0,-102.19765578413785,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,7.900000000000006,0.24420134200323332
2.0,-32.08822488073895,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,10.700000000000003,0.0
2.0,-92.97879397734005,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,14.400000000000006,0.24420134200323332
2.0,449.13063692605897,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0.4000000000000057,5.649826125852888
2.0,4.240067829457871,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,3.0999999999999943,0.05448868454964294
2.0,162.34949873285677,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,6.699999999999989,0.0
2.0,-74.54107036374432,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,10.599999999999994,0.24420134200323332
2.0,403.5683605396546,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,13.400000000000006,0.0
2.0,340.6777914430536,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,16.19999999999999,0.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2.0,-202.88448494335069,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,1.5,1.7557986579967664
2.0,-19.775054039951783,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,4.400000000000006,1.1897126574535903
2.0,-92.66562313655288,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,7.800000000000011,0.24420134200323332
2.0,-236.55619223315398,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,11.800000000000011,0.0
2.0,-207.44676132975508,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,15.099999999999994,0.6468212888974807
2.0,-21.33733042635606,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,1.5999999999999943,0.9768053680129333
2.0,-161.22789952295716,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,5.900000000000006,0.0
2.0,2.881531380441743,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,9.800000000000011,0.6468212888974807
2.0,-17.009037716159355,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,13.099999999999994,0.3531787111025192
2.0,-196.89960681276045,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,1.0,2.316837209782028
2.0,154.20982409063856,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,4.0,1.2936425777949614
2.0,-121.68074500596254,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,7.5,0.4026199468942474
2.0,-78.57131410256363,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,10.199999999999989,0.0
2.0,-194.46188319916473,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,14.300000000000011,0.24420134200323332
2.0,-123.35245229576583,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,16.900000000000006,0.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2.0,-17.805297778771205,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,2.8000000000000114,1.4934501327643812
2.0,97.30413312462781,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,5.300000000000011,0.5973800531057525
2.0,-122.58643597197329,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,9.599999999999994,0.5428913685561096
2.0,133.52299493142561,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,12.800000000000011,0.24420134200323332
2.0,530.6324258348245,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,1.0999999999999943,0.5428913685561096
2.0,-65.25814326177658,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,5.599999999999994,0.3531787111025192
2.0,60.851287641622434,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,8.800000000000011,0.48840268400646664
2.0,420.96071854502134,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,13.0,0.0
2.0,-170.92985055157976,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,16.69999999999999,0.0
2.0,230.17958035181914,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,20.0,1.6155272363349042
2.0,624.289011255218,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0.8999999999999773,2.1665180254665235
2.0,-163.60155784138294,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,5.399999999999977,0.6468212888974807
2.0,-197.49212693798404,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,8.399999999999977,0.24420134200323332
2.0,-278.38269603458514,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,11.199999999999989,0.05448868454964294
2.0,0.7267348688137645,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,13.800000000000011,0.1634660536489288
2.0,-199.16383422778733,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,2.6000000000000227,0.5660860005431761
2.0,-136.05440332438832,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,5.600000000000023,0.05448868454964294
2.0,-241.94497242098942,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,8.600000000000023,0.29869002655287624
2.0,-169.8355415175905,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0.6000000000000227,1.6649684721266325
2.0,197.2738893858084,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,3.6000000000000227,0.4026199468942474
2.0,56.383320289207404,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,6.300000000000011,0.05448868454964294
2.0,-31.507248807393694,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,10.699999999999989,0.05448868454964294
2.0,-239.3978179039948,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,13.699999999999989,0.24420134200323332
2.0,362.7116129994041,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0.8999999999999773,1.9404638666924423
2.0,-6.178956097196988,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,4.5,0.6518687376553954
2.0,-260.0695251937981,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,7.600000000000023,1.9273641322212052
2.0,-55.96009429039907,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,3.6999999999999886,0.9999999999999998
2.0,-163.85066338700017,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,6.399999999999977,0.10897736909928588
2.0,-208.74123248360127,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,10.800000000000011,0.0
2.0,-71.63180158020236,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,15.300000000000011,0.05448868454964294
2.0,-77.52237067680335,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,17.80000000000001,0.4026199468942474
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2.0,-220.08464706320774,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,2.6999999999999886,0.3531787111025192
2.0,-60.975216159808724,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,5.699999999999989,0.24420134200323332
2.0,-183.86578525640982,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,10.199999999999989,0.10897736909928588
2.0,234.24364564698908,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,12.699999999999989,0.4571086314438904
2.0,82.35307655038798,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,15.300000000000011,0.24420134200323332
2.0,-191.53749254621312,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,18.100000000000023,0.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2.0,-113.55261441562277,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,3.3999999999999773,0.0
2.0,76.55681648777613,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,6.0,0.0
2.0,508.66624739117515,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,10.199999999999989,0.0
2.0,-85.22432170542595,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,13.199999999999989,0.0
2.0,-205.11489080202705,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,16.30000000000001,0.05448868454964294
2.0,-319.00545989862815,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,19.19999999999999,0.24420134200323332
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
3.0,-122.8880143112699,1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,0.0
3.0,1.1952649821112118,1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,2.5,0.0
3.0,-77.72145572450779,1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,6.5,0.0
3.0,-34.638176431126794,1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,9.0,0.0
3.0,137.44510286225432,1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,12.3,0.0
3.0,-58.47161784436469,1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,15.8,2.9091698141298656
3.0,-62.388338550983576,1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,2.3000000000000007,1.5428913685561094
3.0,-86.30505925760258,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,6.5,0.10897736909928588
3.0,-70.22177996422158,1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,10.899999999999999,0.40766739565216215
3.0,-10.138500670840472,1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,13.8,0.29869002655287624
3.0,81.94477862254053,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,16.9,0.05448868454964294
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
3.0,37.444454382826734,1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,0.3999999999999986,1.2623485252323852
3.0,-66.47226632379227,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,4.399999999999999,0.24420134200323332
3.0,-54.38898703041116,1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,7.299999999999997,0.29869002655287624
3.0,-54.30570773703016,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,2.0999999999999943,0.5428913685561096
3.0,1.7775715563509493,1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,5.900000000000006,0.05448868454964294
3.0,37.860850849731946,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,1.0,1.6781153414600567
3.0,-94.05586985688706,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,4.5,1.8415813951089859
3.0,-133.97259056350595,1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,1.0999999999999943,2.6155272363349042
3.0,-65.88931127012495,1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,5.400000000000006,0.7013099734471236
3.0,166.19396802325605,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,9.0,0.05448868454964294
3.0,-69.72275268336284,1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,13.099999999999994,1.1897126574535903
3.0,130.36052661001816,1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,2.700000000000003,0.8102873425464096
3.0,-101.55619409660085,1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,5.700000000000003,0.05448868454964294
3.0,526.5270851967803,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,8.799999999999997,0.5428913685561096
3.0,50.61036449016126,1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,11.900000000000006,0.7013099734471236
3.0,-53.30635621645763,1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,16.299999999999997,2.1846652086956753
3.0,158.77692307692337,1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,1.7999999999999972,1.1402714216618621
3.0,-138.13979762969564,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,5.0,0.24420134200323332
